,종목코드,final_return,순위,첫날종가,마지막날종가
0,A000070,624.9065968138029,1,70600.0,74600.0
1,A066310,283.39840231734655,2,10400.0,10860.0
2,A267790,128.23836516693274,3,7690.0,8730.0
3,A195990,81.98494954542119,4,534.0,490.0
4,A317400,53.60947282455066,5,6880.0,6630.0
5,A156100,37.16943964651959,6,5168.0,7150.0
6,A225190,35.221359624244876,7,10140.0,10180.0
7,A051600,34.28630604617522,8,34000.0,33850.0
8,A017040,28.341038875923054,9,2600.0,2910.0
9,A024900,20.794392877085166,10,8770.0,8280.0
10,A161390,18.740698592174112,11,34500.0,34200.0
11,A141080,18.327905236280163,12,41250.0,36950.0
12,A363280,16.583601918141266,13,10380.0,8720.0
13,A020560,14.562431008581411,14,12310.0,12750.0
14,A043090,14.441871112992228,15,1439.0,1103.0
15,A083650,14.385437347782435,16,7750.0,8640.0
16,A049550,14.35418575621801,17,5090.0,4730.0
17,A072770,12.878885579354757,18,2860.0,3310.0
18,A263920,9.824740811113761,19,1362.0,1324.0
19,A101670,9.464424913526758,20,34850.0,30900.0
20,A011390,9.048455893715019,21,71300.0,80200.0
21,A004980,7.4674319270295655,22,9490.0,9270.0
22,A147830,7.09696397473067,23,4125.0,4750.0
23,A170900,6.567939576274095,24,54800.0,52200.0
24,A047810,6.371220644704533,25,51500.0,54400.0
25,A001250,6.270902094131132,26,2990.0,3140.0
26,A000390,5.561427265316869,27,6330.0,6620.0
27,A352700,5.534790096516177,28,4495.0,4215.0
28,A246720,5.4724924224557645,29,8970.0,9300.0
29,A086820,5.244770187947413,30,12570.0,12260.0
30,A018620,5.2264835088251616,31,1557.0,1510.0
31,A046940,5.188767708004126,32,3460.0,3710.0
32,A003380,4.782161633952768,33,8180.0,7870.0
33,A005880,4.557500377319891,34,1871.0,2050.0
34,A101240,4.545670783529015,35,8210.0,7150.0
35,A001780,4.52854119575663,36,3355.0,3610.0
36,A106190,4.382350888857743,37,12660.0,13000.0
37,A009450,4.124981758679046,38,41000.0,45300.0
38,A009810,4.066398572227745,39,790.0,840.0
39,A270520,3.997909167982298,40,11770.0,11860.0
40,A214680,3.928385387594826,41,3195.0,3155.0
41,A004720,3.8707388664504543,42,6090.0,5880.0
42,A121850,3.849327068185382,43,2710.0,2455.0
43,A361390,3.739145378652883,44,21500.0,21000.0
44,A004840,3.5338536252073176,45,4970.0,5290.0
45,A027970,3.4505069464995763,46,1316.0,1274.0
46,A109820,3.371643592931609,47,4200.0,3805.0
47,A004100,3.3637416854693396,48,1920.0,1800.0
48,A347740,3.2154662797402933,49,3160.0,3210.0
49,A025880,3.1886328241834896,50,2760.0,2915.0
50,A013520,3.1405425647663128,51,2190.0,2000.0
51,A002410,3.0624568114812996,52,3175.0,3320.0
52,A025560,3.0349840128684584,53,23200.0,20300.0
53,A217620,3.0046626221477335,54,1011.0,1244.0
54,A033310,2.9196206111635363,55,4530.0,4385.0
55,A092190,2.7790980199923774,56,5770.0,5780.0
56,A138580,2.7423136732429123,57,12000.0,11990.0
57,A005160,2.714186709896332,58,6100.0,6820.0
58,A212560,2.664854851329553,59,9150.0,9360.0
59,A002140,2.646979699306964,60,4220.0,4510.0
60,A090410,2.639948370652765,61,1920.0,2300.0
61,A215600,2.586180045682391,62,5940.0,5250.0
62,A069640,2.5834573237337266,63,3120.0,3065.0
63,A046070,2.5783397625387217,64,1396.0,1310.0
64,A003200,2.5079201800577198,65,11550.0,10570.0
65,A355150,2.5023227683316347,66,3340.0,3105.0
66,A216080,2.497113345168257,67,19980.0,19020.0
67,A003070,2.480756837857726,68,14070.0,14420.0
68,A139050,2.4079742112202944,69,447.0,426.0
69,A008870,2.3723276509944227,70,97300.0,91000.0
70,A010100,2.3603406647226173,71,3610.0,3645.0
71,A308170,2.34692117085053,72,15990.0,15610.0
72,A306200,2.3406178669778117,73,140300.0,145000.0
73,A253840,2.315780559787471,74,8450.0,7620.0
74,A030960,2.279592399642276,75,17750.0,21200.0
75,A274090,2.2713543003195413,76,14760.0,15110.0
76,A090430,2.2499011046499415,77,104500.0,102700.0
77,A042670,2.2186007918190787,78,9530.0,11700.0
78,A041440,2.1802182143820827,79,7560.0,8170.0
79,A225530,2.1097585582855714,80,6500.0,6530.0
80,A038010,2.103223660615539,81,8460.0,9620.0
81,A012450,2.0912451277422095,82,106100.0,138800.0
82,A286750,2.0727753224883783,83,2375.0,2560.0
83,A010600,2.006641596086469,84,1908.0,1997.0
84,A249420,1.9062863419444982,85,19450.0,16730.0
85,A097950,1.8377037625490453,86,310000.0,276500.0
86,A079810,1.8273414755885529,87,18270.0,19060.0
87,A005180,1.7948886930298078,88,48500.0,47000.0
88,A214420,1.7826790892411386,89,4730.0,5750.0
89,A063170,1.7771195644443873,90,12810.0,13660.0
90,A033920,1.7566262189510327,91,5720.0,5770.0
91,A041650,1.7519848708677241,92,3790.0,3875.0
92,A215000,1.7442682107205503,93,112100.0,113300.0
93,A067370,1.7225980963556777,94,11240.0,12290.0
94,A016580,1.7174786264938098,95,16070.0,14980.0
95,A099320,1.7168805253205264,96,33100.0,33400.0
96,A058430,1.700040046605513,97,43100.0,49550.0
97,A011330,1.6915495855381315,98,1441.0,1503.0
98,A003240,1.688405398560034,99,651000.0,627000.0
99,A028100,1.682071776486862,100,13540.0,13880.0
100,A060240,1.6757396421908841,101,2110.0,2355.0
101,A136490,1.6694435129462433,102,8740.0,8990.0
102,A043150,1.629726354658228,103,34250.0,35800.0
103,A032350,1.6129208259998067,104,11050.0,11750.0
104,A002790,1.5811240609890669,105,29100.0,27400.0
105,A001560,1.5807199510945327,106,10170.0,8180.0
106,A126560,1.5530706268941548,107,3055.0,3130.0
107,A000720,1.531956167309687,108,38300.0,39400.0
108,A094860,1.4807109222054773,109,520.0,501.0
109,A001470,1.464228567383731,110,2045.0,4030.0
110,A040300,1.4473194636912947,111,6330.0,6930.0
111,A009200,1.4361965497642823,112,2565.0,2440.0
112,A096760,1.4109238916093327,113,3340.0,3190.0
113,A010240,1.3875827005908088,114,6340.0,6640.0
114,A036480,1.3860646778856844,115,12020.0,11550.0
115,A005070,1.3801822209162942,116,178700.0,208000.0
116,A007310,1.364454995722321,117,444500.0,420000.0
117,A030210,1.341994075381174,118,3795.0,3435.0
